 iream,iper,ipea,
   2,     8,     8,     0.33333,     0.33333,     0.33333,
   2,     9,     9,     0.33333,     0.33333,     0.33333,
   2,    10,    10,     0.33333,     0.33333,     0.33333,
   2,    11,    11,     0.33333,     0.33333,     0.33333,
   2,    12,    12,     0.33333,     0.33333,     0.33333,
   2,    13,     1,     0.33333,     0.33333,     0.33333,
   2,    14,     2,     0.33333,     0.33333,     0.33333,
   2,    15,     3,     0.33333,     0.33333,     0.33333,
   2,    16,     4,     0.33333,     0.33333,     0.33333,
   2,    17,     5,     0.33333,     0.33333,     0.33333,
   2,    18,     6,     0.33333,     0.33333,     0.33333,
   2,    19,     7,     0.33333,     0.33333,     0.33333,
